id,editedSkills
54893118-ceb4-4b36-b07a-6e4d09604686,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
54c305ee-163e-49d6-87d3-291149d560a8,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
55c55074-239d-4997-95fe-0afcf060d718,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
5861bf75-42c8-4687-b910-d833c50a17ac,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
58824f5b-faa3-455a-b63e-5ac0d4398b68,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
5891c63c-7400-44a1-9f35-7a1247eb5f1f,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
589aa5d2-fdc6-4b27-8b88-37221353b070,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}, {""skills"": ""Content"", ""subskills"": [""Video"", ""Writing"", ""Social Media""]}]"
59cf76e8-e1fb-41f3-8025-65677e9a51b0,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
5a9e589c-b0ce-4bcf-b8b7-4945acea89f6,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design"", ""Graphic Design""]}, {""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": []}]"
5af543c3-cf42-449d-a6f9-62b6a0be3080,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
5b0f3107-d9d1-4a25-9f3e-89e86fcce10b,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}]"
5ca88acb-338a-4ea5-80a4-3b706b0554ef,"[{""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
5d14d559-f69b-45d9-8aab-a02ad37f34f0,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}, {""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Mobile"", ""subskills"": [""React Native""]}, {""skills"": ""Blockchain"", ""subskills"": []}]"
5d8cc123-8a30-496a-8372-26d2744c7ce8,"[{""skills"": ""Content"", ""subskills"": [""Social Media""]}, {""skills"": ""Design"", ""subskills"": [""Graphic Design""]}]"
5d9de08f-0474-4437-a90e-9ac5be91de06,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}, {""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": []}]"
5f3814d4-8e7e-48a4-b16d-fac97bf3a9c2,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media"", ""Video""]}]"
5f883f8a-8d82-4e30-bb0e-fce03af1fca9,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}, {""skills"": ""Frontend"", ""subskills"": []}]"
5fc13b21-c2d4-4c40-8cf8-c491ed8f1c73,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue""]}]"
604d41dd-41c3-4982-80fb-4ae09321ee56,"[{""skills"": ""Frontend"", ""subskills"": [""Angular"", ""Vue"", ""Redux"", ""React""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
608f784b-98e9-405a-98ff-2188d5e4ff87,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
62a4439f-3190-41a3-bf64-b7ebe845e4ae,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}]"
63156aae-fb62-4b83-9a6c-60465aa39799,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design"", ""Graphic Design"", ""Illustration""]}, {""skills"": ""Content"", ""subskills"": [""Social Media""]}]"
6358c461-3a86-41e3-8bc6-171fc0f8ca1d,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
6520e39d-c837-45aa-9473-a4b793c09228,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
658816dd-d1d2-4a3e-b40f-aa1facae87ec,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Mobile"", ""subskills"": []}]"
65900a35-59fd-4bbf-9b79-64c9204c20b7,"[{""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""MySQL"", ""Postgres""]}]"
65971061-86ee-4878-be7b-5f6fc81bbd53,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""Postgres""]}]"
65de03dd-80d9-4aec-813a-23c2e7947941,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
65f62a41-aa64-4067-9f47-c1b12d466c51,"[{""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
662253fe-8545-430a-b5a7-d502c1e9024d,"[{""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}]"
67784d5e-9fbd-4061-b4ef-8d724f1d1129,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
67cfe155-d1e5-4329-a8c6-bf0d1e9a58da,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
67def95d-2d46-4dc3-a689-b2df1bdc2dde,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
6a9a5aad-9f5f-4c48-9de6-65fbd3d46478,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
6abf60dd-a38b-4a22-abee-f967cd3eb7b2,"[{""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": []}, {""skills"": ""Content"", ""subskills"": []}]"
6b687742-8d36-4574-845a-f2e3f722f9c9,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
6bae9076-43ff-4fc5-958e-5b6d580d6916,"[{""skills"": ""Frontend"", ""subskills"": [""Angular"", ""Vue"", ""React"", ""Redux""]},{""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Mobile"", ""subskills"": []},{""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
6d1b7032-fadf-4344-bbf4-54d526e3fd2c,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust"", ""Solidity"", ""Move""]}]"
6d6b5342-1e74-49a7-baaf-1092b41b7c69,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
6e0e0fd6-6e4d-4d39-9683-3e8acb32cb01,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design""]}]"
6e32f938-af8d-4a10-9964-1d1306881817,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Writing"", ""Social Media""]}]"
6f6aab15-9857-4721-a05a-8469bbf00a38,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
711ef899-920f-4c10-8535-510c9ea4dae9,"[{""skills"": ""Content"", ""subskills"": [""Video""]}]"
713390a2-5fa7-4724-9d60-7f10b2b05c73,"[{""skills"": ""Content"", ""subskills"": [""Social Media""]}]"
72219852-8025-4aac-8bb3-a48700cb9bff,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
730d1340-1858-4ddd-a476-6d7451054677,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
73345498-87e1-4458-8cef-e19e5b848370,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
73d5666a-b359-4b75-aca0-0b5c19bf4345,"[{""skills"": ""Content"", ""subskills"": [""Social Media""]}, {""skills"": ""Community"", ""subskills"": []}]"
74034d3c-cb64-4d18-8a9f-3b8a8e5d3c23,"[{""skills"": ""Growth"", ""subskills"": [""Marketing"", ""Business Development""]}, {""skills"": ""Content"", ""subskills"": [""Social Media""]}]"
74584937-fcaa-4358-b4aa-65366867e4f1,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design""]}, {""skills"": ""Content"", ""subskills"": []}]"
74c6e468-fd70-473c-9989-c4a1df6f35f5,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
75679e4a-8ceb-4425-860b-5840ede912a4,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media"", ""Video""]}, {""skills"": ""Community"", ""subskills"": []}]"
7590cdac-de58-41e7-bdc8-d0911556ba45,"[{""skills"": ""Content"", ""subskills"": [""Video""]}]"
769bb201-18f9-4fd0-9809-16c9b8811a25,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
76fdfc06-8cc9-4aac-a44e-813c6a6f4d78,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}, {""skills"": ""Community"", ""subskills"": []}]"
774dd8ff-fd77-47ef-bab8-b894f793ec77,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Writing"", ""Social Media""]}]"
777c2735-ec47-49a7-af69-292b70aac876,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Research""]}]"
7786f01f-db3f-47ca-b6ca-e464dd6681e1,"[{""skills"": ""Other"", ""subskills"": []}, {""skills"": ""Design"", ""subskills"": [""Illustration"", ""Graphic Design""]}, {""skills"": ""Content"", ""subskills"": []}]"
779837b2-ad7c-4c08-af9b-e04ef9909f25,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design""]}]"
77c71b3d-a239-43b6-8a69-580747aca15d,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
78c5a553-766e-49c0-8c77-ab8486777186,"[{""skills"": ""Design"", ""subskills"": [""Illustration""]}]"
79216b95-b565-4595-bd44-5057726f056e,"[{""skills"": ""Design"", ""subskills"": [""Presentation Design""]}, {""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Content"", ""subskills"": [""Social Media""]}]"
79787b2c-5778-411b-8f54-1f1f994ac89a,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
7aa058d2-cd14-434a-bf86-f158fd484895,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
7ab87b4b-39c3-4475-ad35-89600bb89268,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
7c605dd1-ac1b-4fb2-8d54-f4d46f4b791c,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Writing"", ""Social Media""]}]"
7c682a01-7da9-4cf2-bb67-787f558e81d6,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}]"
7cfa0b4a-9104-4a85-a16b-939152783bfc,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Video"", ""Social Media""]}, {""skills"": ""Design"", ""subskills"": []}, {""skills"": ""Community"", ""subskills"": []}]"
7f59a997-384b-49bb-b5e7-fa2d7b3f9c3b,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
7f92fff6-9f85-406d-a7aa-789182aa4156,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}]"
7fcc9556-1cc7-44f1-a6f1-646ceca58c60,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
80b590b3-94ae-499b-8ac4-f1594551308a,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
815542e5-55d8-42f5-90a6-308422fb27ff,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design"", ""Graphic Design""]}]"
84343d53-b542-43c6-84d5-3ac1574a3192,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": []}]"
845c74e6-9802-487a-80ba-7a465d4035a3,"[{""skills"": ""Content"", ""subskills"": [""Video""]}]"
8466e8d7-44bf-4a21-9d47-358efdfeaf9b,"[{""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python""]}, {""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Mobile"", ""subskills"": [""Android"", ""Flutter"", ""React Native"", ""iOS""]}]"
84b1824d-0b1e-4eb0-905a-039c00b2a484,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
85237eb7-22cd-4efb-bc62-985ecd3c16ee,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design""]}, {""skills"": ""Other"", ""subskills"": []}]"
85aa8945-00e2-423a-93c0-ad6a61fa2697,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
85b7df9f-444c-4834-8266-f09721a04d95,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}, {""skills"": ""Community"", ""subskills"": []}]"
8657eaa6-5f98-4ff3-9c20-8709c08108b7,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
86e332b7-f7f7-4cb0-8d4d-ecfd67159861,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
87689903-9223-471e-a41d-6593fb3ed919,"[{""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}, {""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": [""Marketing"", ""Digital Marketing""]}]"
87c0a999-a459-4775-abd1-4bb10473dda9,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
882ab6c5-9c14-4d44-ae8a-a4c842c46d06,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}, {""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": []}]"
88455976-739e-41e7-aad9-f2eb54ff7cf6,"[{""skills"": ""Backend"", ""subskills"": [""Postgres""]}]"
89294752-2663-4daa-92fb-7547ee46f3ef,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue""]}, {""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Mobile"", ""subskills"": []}]"
8b18e626-a6c6-4007-aea5-fb2bd660bdad,"[{""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": []}, {""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing"", ""Video""]}, {""skills"": ""Design"", ""subskills"": []}]"
8b494565-3ef8-44e7-875f-f459ab1bc4ad,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
8bc78308-879b-4c5b-9228-7631fa0cca6a,"[{""skills"": ""Content"", ""subskills"": [""Social Media"", ""Writing""]}]"
8c5880f7-44e1-474d-b942-b358ceee8ed7,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
8c6dfbfd-50f1-4b89-ad0f-6b8a0c0ce24b,"[{""skills"": ""Content"", ""subskills"": [""Research"", ""Writing"", ""Social Media""]}]"
8d785bc4-320a-4849-9f62-6e8ace816280,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}, {""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": []}]"
8ddca287-79aa-4631-8b97-f0870dc8910e,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue""]}, {""skills"": ""Backend"", ""subskills"": []}]"
8e40c9ef-f21f-4eb8-97a3-fb7df18c180e,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
8e84c556-8e8c-4702-ad07-b4a8a4ad8491,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
8ed7bef3-e3e0-4769-9e4b-06cc28e9bcaf,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
903cd6ee-eb29-404d-8efe-a8733c848308,"[{""skills"": ""Backend"", ""subskills"": [""Javascript""]}, {""skills"": ""Frontend"", ""subskills"": []}]"
9047b040-9b6b-40c8-aad9-f23085e40b53,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
90633a40-58db-481e-a521-d12af6ba4217,"[{""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}, {""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Mobile"", ""subskills"": [""React Native""]}]"
90b4fa56-9a10-4ebf-8284-31b3997667d1,"[{""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""C++""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Mobile"", ""subskills"": []}]"
923e9e65-c9a0-4ece-92ef-7c57d45e2b4b,"[{""skills"": ""Other"", ""subskills"": [""Operations""]}]"
926babba-2f6b-4f78-a18b-f5db64f31a99,"[{""skills"": ""Design"", ""subskills"": [""UI/UX Design""]}]"
9344e3e2-133a-4e25-b705-098e2ed67ab9,"[{""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
934bd1c4-2b86-4128-a0f3-bf3400d8fd7a,"[{""skills"": ""Content"", ""subskills"": [""Research"", ""Video"", ""Social Media""]}, {""skills"": ""Growth"", ""subskills"": []}]"
98bd78bf-84d8-4bac-93a2-c2f22e7bbe54,"[{""skills"": ""Frontend"", ""subskills"": []}, {""skills"":""Backend"", ""subskills"":[]}]"
98f49bfb-2c88-4282-93fb-34f14ecb1b7a,"[{""skills"": ""Backend"", ""subskills"": []}, {""skills"": ""Frontend"", ""subskills"": [""React""]}, {""skills"": ""Design"", ""subskills"": []}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Mobile"", ""subskills"": []}]"
992681a1-2fa0-423a-8d1e-e1b5c6ee037d,"[{""skills"": ""Growth"", ""subskills"": [""Digital Marketing""]}]"
9d1e9a16-72b4-46ea-bc0a-5a834904bbba,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}]"
9d22cea4-1395-446e-b228-470bb40b3e77,"[{""skills"": ""Blockchain"", ""subskills"": [""Rust""]}, {""skills"": ""Frontend"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}]"
9d55df12-9131-4dfa-92cc-2d6cc5574c13,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
9e4af61b-4495-4ee4-93c6-4acb6f1a600a,"[{""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": [""Digital Marketing"", ""Marketing""]}, {""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}]"
9e53a691-3946-4b2e-b36e-f3796443e757,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
a03f2c6a-cb03-434c-8777-cde01f36ddd4,"[{""skills"": ""Content"", ""subskills"": [""Writing""]}]"
a17fb1ad-6df5-482e-99d3-367b13a906fa,"[{""skills"": ""Community"", ""subskills"": [""Community Manager""]}, {""skills"": ""Growth"", ""subskills"": [""Business Development"", ""Digital Marketing"", ""Marketing""]}, {""skills"": ""Content"", ""subskills"": []}]"
a2c52859-a659-4650-884d-305a4bc888d0,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue"", ""Redux""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""PHP"", ""Python"", ""Java"", ""C++"", ""C"", ""Ruby"", ""Go"", ""MySQL"", ""Postgres"", ""MongoDB""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust"", ""Solidity"", ""Move""]}]"
a32265c0-1109-4397-a71b-726fa8a5e3a3,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
a36910bf-8d82-4649-b0f3-448f52ed53de,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
a3e6ceee-ed73-4283-bec6-f8894967d973,"[{""skills"": ""Other"", ""subskills"": [""Operations""]}]"
a4227ef3-c1c4-441f-942e-94826c5771e8,"[{""skills"": ""Content"", ""subskills"": [""Writing"",""Social Media""]}]"
a4eab646-e458-4739-a64e-071a0d89e4bd,"[{""skills"": ""Content"", ""subskills"": [""Writing"",""Research""]}]"
a6093b02-083a-435c-9fcf-bcb6c9b51310,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
a6a5beb1-8b0e-4891-b80f-8a5d8f4fecb4,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
a70e69a4-1cd3-4fc4-8342-be3409ed7978,"[{""skills"": ""Other"", ""subskills"": []}]"
a775124e-7262-4b1b-ba1d-614041c7201a,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Research""]}]"
a80338b2-04db-441d-9fb7-3c09dde91404,"[{""skills"": ""Design"", ""subskills"": [""Graphic Design"", ""Illustration""]}, {""skills"": ""Content"", ""subskills"": [""Video""]}]"
a83c39f1-4327-4c8d-9e11-58accbc53b41,"[{""skills"": ""Community"", ""subskills"": []}, {""skills"": ""Growth"", ""subskills"": [""Digital Marketing"", ""Marketing""]}, {""skills"": ""Content"", ""subskills"": [""Video"", ""Social Media""]}]"
a93e2fbb-17fd-42e4-93c4-606049082ace,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue""]}, {""skills"": ""Backend"", ""subskills"": []}]"
a9806600-1f76-4f95-8e0c-0ac4c708f181,"[{""skills"": ""Content"", ""subskills"": [""Writing"", ""Social Media""]}]"
a98f1aa4-6fdc-4d4f-a5e3-2d1a3fdafea7,"[{""skills"": ""Frontend"", ""subskills"": [""React""]}, {""skills"": ""Backend"", ""subskills"": [""Javascript"", ""MongoDB"", ""Postgres"", ""Python""]}, {""skills"": ""Blockchain"", ""subskills"": [""Rust""]}]"
aa3fb4a6-d0c5-449c-9280-5d325f0936f9,"[{""skills"": ""Frontend"", ""subskills"": [""React"", ""Angular"", ""Vue""]}, {""skills"": ""Blockchain"", ""subskills"": []}, {""skills"": ""Backend"", ""subskills"": [""Javascript""]}]"
